team_id,player_name,pos,weight,player_img,height,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,jersery_number,conference_id,division_id,region,team_name,team_abbrev,colors,team_img,team_img_small,color_0,color_1,color_2
24,Robert Williams III,FC,237.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629057.png,81,68,78,47,73,53,28,95,46,54,15,58,58,39,55,83,,1.0,4.0,Portland,Trail Blazers,POR,"['#000000', '#ffffff', '#c8102e']",https://i.imgur.com/IfjmjFJ.png,https://i.imgur.com/u1iRngy.png,#000000,#ffffff,#c8102e
21,Jalen Suggs,G,205.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630591.png,77,38,42,69,76,48,58,80,59,60,46,48,44,48,55,62,,0.0,2.0,Orlando,Magic,ORL,"['#0077c0', '#C4ced4', '#000000']",https://i.imgur.com/H7YpO5e.png,https://i.imgur.com/eWcrkZz.png,#0077c0,#C4ced4,#000000
23,Jusuf Nurkic,C,290.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203994.png,83,72,70,44,34,23,70,60,40,53,33,56,64,52,53,83,,1.0,5.0,Phoenix,Suns,PHX,"['#1d1160', '#e56020', '#000000']",https://i.imgur.com/hyi60nj.png,https://i.imgur.com/UwbWcAg.png,#1d1160,#e56020,#000000
5,Jarrett Allen,C,243.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628386.png,83,68,76,47,62,69,68,95,44,56,22,52,66,43,49,86,,0.0,1.0,Cleveland,Cavaliers,CLE,"['#72253d', '#b4975a', '#72253d']",https://i.imgur.com/9xq1vir.png,https://i.imgur.com/0SjE4B4.png,#72253d,#b4975a,#72253d
2,Mikal Bridges,GF,209.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628969.png,78,53,62,61,57,83,41,58,70,79,61,55,76,47,44,53,,0.0,0.0,Brooklyn,Nets,BKN,"['#000000', '#FFFFFF', '#000000']",https://i.imgur.com/lDrufi8.png,https://i.imgur.com/hehPiuV.png,#000000,#FFFFFF,#000000
7,Aaron Gordon,F,235.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203932.png,80,52,70,65,73,79,53,99,40,80,44,34,62,58,53,87,,1.0,4.0,Denver,Nuggets,DEN,"['#0E2240', '#FEC524', '#8B2131']",https://i.imgur.com/qdYVFSV.png,https://i.imgur.com/xyFKqng.png,#0E2240,#FEC524,#8B2131
14,Marcus Smart,G,220.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203935.png,76,42,70,69,72,56,30,60,60,58,67,64,53,59,60,57,,1.0,3.0,Memphis,Grizzlies,MEM,"['#5D76A9', '#12173F', '#F5B112']",https://i.imgur.com/8A1a3zw.png,https://i.imgur.com/mRTBrVV.png,#5D76A9,#12173F,#F5B112
12,P.J. Tucker,F,245.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200782.png,77,47,88,46,38,99,44,10,45,0,60,63,64,42,49,65,,1.0,5.0,Los Angeles,Clippers,LAC,"['#1d428a', '#BEC0C2', '#c8102E']",https://i.imgur.com/3WRLhVA.png,https://i.imgur.com/fm3b2SJ.png,#1d428a,#BEC0C2,#c8102E
19,Mitchell Robinson,C,240.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629011.png,84,74,78,45,65,47,50,88,17,23,0,60,67,37,33,74,,0.0,0.0,New York,Knicks,NYK,"['#006BB6', '#F58426', '#BEC0C2']",https://i.imgur.com/5sMoAPA.png,https://i.imgur.com/nvApVkz.png,#006BB6,#F58426,#BEC0C2
22,Joel Embiid,C,280.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203954.png,84,72,60,65,47,59,93,97,60,88,36,50,65,67,56,91,,0.0,0.0,Philadelphia,76ers,PHI,"['#2c386b', '#ffffff', '#b90728']",https://i.imgur.com/LfVzjKN.png,https://i.imgur.com/Paxjuko.png,#2c386b,#ffffff,#b90728
19,Quentin Grimes,SG,210.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629656.png,76,38,60,54,78,99,32,49,49,68,62,51,59,48,44,55,,0.0,0.0,New York,Knicks,NYK,"['#006BB6', '#F58426', '#BEC0C2']",https://i.imgur.com/5sMoAPA.png,https://i.imgur.com/nvApVkz.png,#006BB6,#F58426,#BEC0C2
9,Andrew Wiggins,F,197.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203952.png,79,54,60,79,59,63,67,66,37,80,64,52,59,57,51,58,,1.0,5.0,Golden State,Warriors,GSW,"['#1D428A', '#ffc72c', '#ffc72c']",https://i.imgur.com/lPL67qh.png,https://i.imgur.com/46Wu1vc.png,#1D428A,#ffc72c,#ffc72c
20,Luguentz Dort,GF,215.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629652.png,75,40,66,60,61,62,48,75,57,46,73,55,61,44,39,66,,1.0,4.0,Oklahoma City,Thunder,OKC,"['#007ac1', '#ffffff', '#ef3b24']",https://i.imgur.com/fsQiSlP.png,https://i.imgur.com/ifBY6ON.png,#007ac1,#ffffff,#ef3b24
1,Jaylen Brown,GF,223.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png,78,57,64,74,55,80,80,81,50,88,56,44,75,52,46,64,,0.0,0.0,Boston,Celtics,BOS,"['#007A33', '#ffffff', '#ffffff']",https://i.imgur.com/xKp3GGG.png,https://i.imgur.com/Jts3BXK.png,#007A33,#ffffff,#ffffff
5,Donovan Mitchell,G,215.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628378.png,73,38,58,70,80,85,92,95,60,93,67,52,75,58,55,66,,0.0,1.0,Cleveland,Cavaliers,CLE,"['#72253d', '#b4975a', '#72253d']",https://i.imgur.com/9xq1vir.png,https://i.imgur.com/0SjE4B4.png,#72253d,#b4975a,#72253d
2,Dorian Finney-Smith,F,220.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627827.png,79,56,60,53,50,58,40,39,47,50,60,61,66,42,47,63,,0.0,0.0,Brooklyn,Nets,BKN,"['#000000', '#FFFFFF', '#000000']",https://i.imgur.com/lDrufi8.png,https://i.imgur.com/hehPiuV.png,#000000,#FFFFFF,#000000
3,Gordon Hayward,SF,225.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202330.png,79,46,47,61,58,57,47,68,65,74,62,41,52,58,56,69,,0.0,2.0,Charlotte,Hornets,CHA,"['#00788C', '#1d1160', '#A1A1A4']",https://i.imgur.com/hW7G08N.png,https://i.imgur.com/vXDPD5H.png,#00788C,#1d1160,#A1A1A4
1,Derrick White,SG,190.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png,76,43,42,58,74,57,48,66,55,59,57,54,66,57,49,55,,0.0,0.0,Boston,Celtics,BOS,"['#007A33', '#ffffff', '#ffffff']",https://i.imgur.com/xKp3GGG.png,https://i.imgur.com/Jts3BXK.png,#007A33,#ffffff,#ffffff
26,Keldon Johnson,GF,220.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629640.png,78,45,55,62,54,75,44,89,54,86,62,43,66,46,42,74,,1.0,3.0,San Antonio,Spurs,SAS,"['#000000', '#c4ced4', '#c4ced4']",https://i.imgur.com/yXLRt2y.png,https://i.imgur.com/HSDTN4L.png,#000000,#c4ced4,#c4ced4
6,Grant Williams,F,236.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629684.png,78,53,75,43,60,46,41,65,59,25,65,48,67,30,46,57,,1.0,3.0,Dallas,Mavericks,DAL,"['#0064b1', '#bbc4ca', '#000000']",https://i.imgur.com/OGDsVKN.png,https://i.imgur.com/kK4kDaz.png,#0064b1,#bbc4ca,#000000
1,Al Horford,C,240.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png,81,60,55,30,58,47,50,45,50,70,52,60,72,40,47,77,,0.0,0.0,Boston,Celtics,BOS,"['#007A33', '#ffffff', '#ffffff']",https://i.imgur.com/xKp3GGG.png,https://i.imgur.com/Jts3BXK.png,#007A33,#ffffff,#ffffff
10,Fred VanVleet,PG,197.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627832.png,73,30,47,65,72,67,53,82,72,68,79,70,64,63,59,76,,1.0,3.0,Houston,Rockets,HOU,"['#CE1141', '#ffffff', '#C4CED4']",https://i.imgur.com/nrigz17.png,https://i.imgur.com/MQCKbK9.png,#CE1141,#ffffff,#C4CED4
28,John Collins,PF,235.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628381.png,81,59,65,55,76,75,50,87,56,50,42,40,71,40,48,75,,1.0,4.0,Utah,Jazz,UTA,"['#fff21f', '#000000', '#000000']",https://i.imgur.com/jWkcCCN.png,https://i.imgur.com/m1XTrDh.png,#fff21f,#000000,#000000
15,Kevin Love,PF,251.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201567.png,80,59,72,42,45,36,50,60,67,60,68,40,62,52,53,89,,0.0,2.0,Miami,Heat,MIA,"['#000000', '#ffffff', '#98002e']",https://i.imgur.com/GpjJXPd.png,https://i.imgur.com/DIKI6hY.png,#000000,#ffffff,#98002e
27,Dennis Schroder,G,172.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203471.png,73,26,37,67,68,59,56,84,66,68,55,38,58,55,60,63,,0.0,0.0,Toronto,Raptors,TOR,"['#ce1141', '#000000', '#ce1141']",https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1024px-Toronto_Raptors_logo.svg.png,https://i.imgur.com/RIJMbvD.png,#ce1141,#000000,#ce1141
8,Marvin Bagley III,FC,235.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628963.png,83,58,52,48,62,53,43,80,39,62,41,31,54,38,37,72,,0.0,1.0,Detroit,Pistons,DET,"['#1d428a', '#c8102e', '#bec0c2']",https://i.imgur.com/uF4RvQt.png,https://i.imgur.com/XKpV0aX.png,#1d428a,#c8102e,#bec0c2
20,Josh Giddey,G,205.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630581.png,80,47,50,54,52,75,71,45,46,99,40,47,82,26,57,80,,1.0,4.0,Oklahoma City,Thunder,OKC,"['#007ac1', '#ffffff', '#ef3b24']",https://i.imgur.com/fsQiSlP.png,https://i.imgur.com/ifBY6ON.png,#007ac1,#ffffff,#ef3b24
17,Anthony Edwards,GF,225.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630162.png,76,38,60,83,91,64,71,86,55,84,64,44,64,51,50,76,,1.0,4.0,Minnesota,Timberwolves,MIN,"['#0c2340', '#ffffff', '#236192']",https://i.imgur.com/037yAWf.png,https://i.imgur.com/tVyaRnG.png,#0c2340,#ffffff,#236192
15,Bam Adebayo,C,255.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628389.png,81,59,72,67,46,68,81,82,57,81,4,60,75,52,54,80,,0.0,2.0,Miami,Heat,MIA,"['#000000', '#ffffff', '#98002e']",https://i.imgur.com/GpjJXPd.png,https://i.imgur.com/DIKI6hY.png,#000000,#ffffff,#98002e
0,De'Andre Hunter,F,225.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629631.png,80,50,57,58,62,68,52,79,55,81,52,48,67,45,42,61,,0.0,2.0,Atlanta,Hawks,ATL,"['#c8102e', '#ffffff', '#fdb927']",https://i.imgur.com/i1TZWrw.png,https://i.imgur.com/bFOmyEh.png,#c8102e,#ffffff,#fdb927
26,Tre Jones,PG,185.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630200.png,73,30,40,62,58,67,30,67,55,79,38,54,68,53,49,62,,1.0,3.0,San Antonio,Spurs,SAS,"['#000000', '#c4ced4', '#c4ced4']",https://i.imgur.com/yXLRt2y.png,https://i.imgur.com/HSDTN4L.png,#000000,#c4ced4,#c4ced4
16,Khris Middleton,F,222.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203114.png,79,55,64,63,46,65,72,84,75,84,63,40,66,48,59,68,,0.0,1.0,Milwaukee,Bucks,MIL,"['#00471B', '#EEE1C6', '#0077c0']",https://i.imgur.com/DphT0BT.png,https://i.imgur.com/tg53Wze.png,#00471B,#EEE1C6,#0077c0
10,Jabari Smith Jr.,PF,210.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631095.png,82,60,43,55,63,66,42,58,56,57,65,35,50,39,35,61,,1.0,3.0,Houston,Rockets,HOU,"['#CE1141', '#ffffff', '#C4CED4']",https://i.imgur.com/nrigz17.png,https://i.imgur.com/MQCKbK9.png,#CE1141,#ffffff,#C4CED4
10,Dillon Brooks,SF,225.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628415.png,79,48,43,69,63,48,58,70,62,95,53,45,72,47,50,51,,1.0,3.0,Houston,Rockets,HOU,"['#CE1141', '#ffffff', '#C4CED4']",https://i.imgur.com/nrigz17.png,https://i.imgur.com/MQCKbK9.png,#CE1141,#ffffff,#C4CED4
12,Ivica Zubac,C,240.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627826.png,84,70,73,41,54,77,56,93,50,55,0,52,64,40,50,92,,1.0,5.0,Los Angeles,Clippers,LAC,"['#1d428a', '#BEC0C2', '#c8102E']",https://i.imgur.com/3WRLhVA.png,https://i.imgur.com/fm3b2SJ.png,#1d428a,#BEC0C2,#c8102E
16,Giannis Antetokounmpo,PF,242.0,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3032977.png&w=350&h=254,83,70,90,77,58,77,95,97,41,87,35,48,82,57,59,84,,0.0,1.0,Milwaukee,Bucks,MIL,"['#00471B', '#EEE1C6', '#0077c0']",https://i.imgur.com/DphT0BT.png,https://i.imgur.com/tg53Wze.png,#00471B,#EEE1C6,#0077c0
10,Jalen Green,SG,186.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630224.png,76,40,30,86,80,73,63,92,55,70,62,17,55,55,48,52,,1.0,3.0,Houston,Rockets,HOU,"['#CE1141', '#ffffff', '#C4CED4']",https://i.imgur.com/nrigz17.png,https://i.imgur.com/MQCKbK9.png,#CE1141,#ffffff,#C4CED4
16,Brook Lopez,C,282.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201572.png,84,69,75,29,84,35,45,55,64,72,78,60,58,49,40,51,,0.0,1.0,Milwaukee,Bucks,MIL,"['#00471B', '#EEE1C6', '#0077c0']",https://i.imgur.com/DphT0BT.png,https://i.imgur.com/tg53Wze.png,#00471B,#EEE1C6,#0077c0
24,Scoot Henderson,PG,180.0,https://cdn.nba.com/headshots/nba/latest/260x190/1630703.png,75,38,47,74,75,75,55,67,50,66,37,33,51,55,52,62,00,1.0,4.0,Portland,Trail Blazers,POR,"['#000000', '#ffffff', '#c8102e']",https://i.imgur.com/IfjmjFJ.png,https://i.imgur.com/u1iRngy.png,#000000,#ffffff,#c8102e
10,Amen Thompson,GF,215.0,https://cdn.nba.com/headshots/nba/latest/260x190/1641708.png,79,49,48,75,71,40,47,67,35,55,27,42,45,53,53,59,1,1.0,3.0,Houston,Rockets,HOU,"['#CE1141', '#ffffff', '#C4CED4']",https://i.imgur.com/nrigz17.png,https://i.imgur.com/MQCKbK9.png,#CE1141,#ffffff,#C4CED4
12,Norman Powell,GF,215.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626181.png,75,42,34,69,69,32,57,88,66,68,67,44,62,50,47,48,,1.0,5.0,Los Angeles,Clippers,LAC,"['#1d428a', '#BEC0C2', '#c8102E']",https://i.imgur.com/3WRLhVA.png,https://i.imgur.com/fm3b2SJ.png,#1d428a,#BEC0C2,#c8102E
4,Coby White,G,195.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629632.png,76,35,34,63,61,55,39,65,65,73,74,35,54,58,51,68,,0.0,1.0,Chicago,Bulls,CHI,"['#CE1141', '#FFFFFF', '#000000']",https://i.imgur.com/Nulx9UE.png,https://i.imgur.com/T8ApQxR.png,#CE1141,#FFFFFF,#000000
4,Ayo Dosunmu,G,200.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630245.png,76,43,52,60,64,50,40,52,39,66,51,56,56,47,57,50,,0.0,1.0,Chicago,Bulls,CHI,"['#CE1141', '#FFFFFF', '#000000']",https://i.imgur.com/Nulx9UE.png,https://i.imgur.com/T8ApQxR.png,#CE1141,#FFFFFF,#000000
27,OG Anunoby,GF,232.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628384.png,79,59,50,68,50,50,58,48,54,77,66,70,64,49,43,50,,0.0,0.0,Toronto,Raptors,TOR,"['#ce1141', '#000000', '#ce1141']",https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1024px-Toronto_Raptors_logo.svg.png,https://i.imgur.com/RIJMbvD.png,#ce1141,#000000,#ce1141
3,Miles Bridges,F,225.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628970.png,78,46,52,63,69,55,72,82,51,72,52,43,66,45,55,79,,0.0,2.0,Charlotte,Hornets,CHA,"['#00788C', '#1d1160', '#A1A1A4']",https://i.imgur.com/hW7G08N.png,https://i.imgur.com/vXDPD5H.png,#00788C,#1d1160,#A1A1A4
16,Damian Lillard,PG,195.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203081.png,74,35,55,80,73,75,66,92,76,72,74,35,67,72,59,64,,0.0,1.0,Milwaukee,Bucks,MIL,"['#00471B', '#EEE1C6', '#0077c0']",https://i.imgur.com/DphT0BT.png,https://i.imgur.com/tg53Wze.png,#00471B,#EEE1C6,#0077c0
5,Max Strus,GF,215.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629622.png,77,44,50,57,47,50,40,38,62,88,78,44,63,50,49,55,,0.0,1.0,Cleveland,Cavaliers,CLE,"['#72253d', '#b4975a', '#72253d']",https://i.imgur.com/9xq1vir.png,https://i.imgur.com/0SjE4B4.png,#72253d,#b4975a,#72253d
24,Deandre Ayton,C,250.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629028.png,83,70,92,50,39,65,81,40,52,95,25,48,83,33,46,88,,1.0,4.0,Portland,Trail Blazers,POR,"['#000000', '#ffffff', '#c8102e']",https://i.imgur.com/IfjmjFJ.png,https://i.imgur.com/u1iRngy.png,#000000,#ffffff,#c8102e
8,Alec Burks,GF,214.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202692.png,78,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,,0.0,1.0,Detroit,Pistons,DET,"['#1d428a', '#c8102e', '#bec0c2']",https://i.imgur.com/uF4RvQt.png,https://i.imgur.com/XKpV0aX.png,#1d428a,#c8102e,#bec0c2
6,Tim Hardaway Jr.,GF,205.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203501.png,77,44,42,68,48,47,40,72,56,84,73,37,59,59,46,52,,1.0,3.0,Dallas,Mavericks,DAL,"['#0064b1', '#bbc4ca', '#000000']",https://i.imgur.com/OGDsVKN.png,https://i.imgur.com/kK4kDaz.png,#0064b1,#bbc4ca,#000000
28,Jordan Clarkson,SG,194.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203903.png,76,41,39,68,63,64,53,62,63,80,73,37,68,56,49,65,,1.0,4.0,Utah,Jazz,UTA,"['#fff21f', '#000000', '#000000']",https://i.imgur.com/jWkcCCN.png,https://i.imgur.com/m1XTrDh.png,#fff21f,#000000,#000000
2,Cameron Johnson,PF,210.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629661.png,80,46,38,59,54,48,45,61,65,71,74,53,68,47,41,63,,0.0,0.0,Brooklyn,Nets,BKN,"['#000000', '#FFFFFF', '#000000']",https://i.imgur.com/lDrufi8.png,https://i.imgur.com/hehPiuV.png,#000000,#FFFFFF,#000000
23,Grayson Allen,GF,198.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628960.png,76,36,47,59,70,63,45,65,68,58,78,37,66,48,47,59,,1.0,5.0,Phoenix,Suns,PHX,"['#1d1160', '#e56020', '#000000']",https://i.imgur.com/hyi60nj.png,https://i.imgur.com/UwbWcAg.png,#1d1160,#e56020,#000000
6,Derrick Jones Jr.,F,210.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627884.png,78,50,36,64,80,32,31,72,55,35,43,50,48,36,36,61,,1.0,3.0,Dallas,Mavericks,DAL,"['#0064b1', '#bbc4ca', '#000000']",https://i.imgur.com/OGDsVKN.png,https://i.imgur.com/kK4kDaz.png,#0064b1,#bbc4ca,#000000
5,Isaac Okoro,GF,225.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630171.png,78,44,60,61,70,20,47,67,47,30,47,56,62,47,46,50,,0.0,1.0,Cleveland,Cavaliers,CLE,"['#72253d', '#b4975a', '#72253d']",https://i.imgur.com/9xq1vir.png,https://i.imgur.com/0SjE4B4.png,#72253d,#b4975a,#72253d
19,Jalen Brunson,PG,190.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628973.png,73,32,60,66,40,99,65,98,65,91,39,39,77,67,45,75,,0.0,0.0,New York,Knicks,NYK,"['#006BB6', '#F58426', '#BEC0C2']",https://i.imgur.com/5sMoAPA.png,https://i.imgur.com/nvApVkz.png,#006BB6,#F58426,#BEC0C2
25,Harrison Barnes,F,225.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203084.png,80,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,,1.0,5.0,Sacramento,Kings,SAC,"['#5a2d81', '#ffffff', '#63727a']",https://i.imgur.com/WgHr0BH.png,https://i.imgur.com/qYg12Er.png,#5a2d81,#ffffff,#63727a
25,Kevin Huerter,SG,190.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628989.png,79,48,45,56,50,78,53,36,60,87,89,44,62,48,50,63,,1.0,5.0,Sacramento,Kings,SAC,"['#5a2d81', '#ffffff', '#63727a']",https://i.imgur.com/WgHr0BH.png,https://i.imgur.com/qYg12Er.png,#5a2d81,#ffffff,#63727a
23,Devin Booker,SG,206.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626164.png,77,43,46,78,60,98,74,90,74,86,53,39,81,61,56,66,,1.0,5.0,Phoenix,Suns,PHX,"['#1d1160', '#e56020', '#000000']",https://i.imgur.com/hyi60nj.png,https://i.imgur.com/UwbWcAg.png,#1d1160,#e56020,#000000
11,Buddy Hield,GF,220.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627741.png,76,38,38,65,69,65,53,50,67,83,82,40,60,45,46,72,,0.0,1.0,Indiana,Pacers,IND,"['#002D62', '#FDBB30', '#BEC0C2']",https://i.imgur.com/9MYESXY.png,https://i.imgur.com/kb9F5EN.png,#002D62,#FDBB30,#BEC0C2
14,Jaren Jackson Jr.,FC,242.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628991.png,83,64,50,55,70,45,64,85,57,57,61,58,66,47,41,60,,1.0,3.0,Memphis,Grizzlies,MEM,"['#5D76A9', '#12173F', '#F5B112']",https://i.imgur.com/8A1a3zw.png,https://i.imgur.com/mRTBrVV.png,#5D76A9,#12173F,#F5B112
0,Trae Young,PG,180.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png,73,30,29,92,45,92,66,98,74,82,63,33,71,78,65,70,,0.0,2.0,Atlanta,Hawks,ATL,"['#c8102e', '#ffffff', '#fdb927']",https://i.imgur.com/i1TZWrw.png,https://i.imgur.com/bFOmyEh.png,#c8102e,#ffffff,#fdb927
27,Scottie Barnes,F,225.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630567.png,79,60,55,58,50,65,57,60,47,90,37,52,68,55,51,64,,0.0,0.0,Toronto,Raptors,TOR,"['#ce1141', '#000000', '#ce1141']",https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1024px-Toronto_Raptors_logo.svg.png,https://i.imgur.com/RIJMbvD.png,#ce1141,#000000,#ce1141
14,Ja Morant,PG,174.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629630.png,75,37,62,88,91,70,81,93,53,94,37,40,80,58,60,76,,1.0,3.0,Memphis,Grizzlies,MEM,"['#5D76A9', '#12173F', '#F5B112']",https://i.imgur.com/8A1a3zw.png,https://i.imgur.com/mRTBrVV.png,#5D76A9,#12173F,#F5B112
24,Anfernee Simons,G,181.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629014.png,75,34,44,62,70,83,63,70,72,75,79,34,66,53,51,51,,1.0,4.0,Portland,Trail Blazers,POR,"['#000000', '#ffffff', '#c8102e']",https://i.imgur.com/IfjmjFJ.png,https://i.imgur.com/u1iRngy.png,#000000,#ffffff,#c8102e
16,Malik Beasley,SG,187.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627736.png,76,39,37,70,55,61,30,60,60,76,84,44,57,56,39,65,,0.0,1.0,Milwaukee,Bucks,MIL,"['#00471B', '#EEE1C6', '#0077c0']",https://i.imgur.com/DphT0BT.png,https://i.imgur.com/tg53Wze.png,#00471B,#EEE1C6,#0077c0
27,Jakob Poeltl,C,245.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627751.png,85,71,89,38,56,48,50,75,12,73,0,59,80,28,44,68,,0.0,0.0,Toronto,Raptors,TOR,"['#ce1141', '#000000', '#ce1141']",https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1024px-Toronto_Raptors_logo.svg.png,https://i.imgur.com/RIJMbvD.png,#ce1141,#000000,#ce1141
15,Josh Richardson,SF,200.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626196.png,77,46,38,64,57,34,37,69,65,56,59,46,59,50,45,49,,0.0,2.0,Miami,Heat,MIA,"['#000000', '#ffffff', '#98002e']",https://i.imgur.com/GpjJXPd.png,https://i.imgur.com/DIKI6hY.png,#000000,#ffffff,#98002e
8,Monte Morris,PG,183.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628420.png,74,32,34,64,62,67,38,57,65,67,58,46,69,56,52,64,,0.0,1.0,Detroit,Pistons,DET,"['#1d428a', '#c8102e', '#bec0c2']",https://i.imgur.com/uF4RvQt.png,https://i.imgur.com/XKpV0aX.png,#1d428a,#c8102e,#bec0c2
